Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
2437,Eddie Griffin,HOU,20.0,208.28,99.79024,Seton Hall,USA,2001,1,7,73,8.8,5.7,0.7,-5.2,0.069,0.175,0.183,0.456,0.049,2001-02
2441,Jamaal Tinsley,IND,24.0,190.5,88.45044,Iowa State,USA,2001,1,27,80,9.4,3.7,8.1,0.7,0.036,0.099,0.2019999999999999,0.446,0.409,2001-02
2443,Kwame Brown,WAS,20.0,210.82,110.222856,,USA,2001,1,1,57,4.5,3.5,0.8,-4.6,0.089,0.198,0.184,0.45,0.09,2001-02
2446,Kirk Haston,CHH,23.0,205.74,109.769264,Indiana,USA,2001,1,16,15,1.7,1.3,0.3,-9.3,0.072,0.188,0.249,0.306,0.114,2001-02
2454,Kenny Satterfield,DEN,21.0,185.42,79.83219199999998,Cincinnati,USA,2001,2,53,36,5.3,1.4,3.0,-5.0,0.032,0.084,0.218,0.431,0.335,2001-02
2469,Malik Allen,MIA,24.0,208.28,115.66596,Villanova,USA,Undrafted,Undrafted,Undrafted,12,4.3,3.2,0.4,-5.8,0.103,0.15,0.1639999999999999,0.469,0.055,2001-02
2472,Loren Woods,MIN,24.0,215.9,111.583632,Arizona,USA,2001,2,45,60,1.8,2.0,0.4,-4.1,0.098,0.168,0.139,0.449,0.063,2001-02
2474,Leon Smith,ATL,21.0,208.28,106.59412,,USA,1999,1,29,14,2.2,2.2,0.2,0.5,0.109,0.253,0.158,0.4629999999999999,0.046,2001-02
2480,Kedrick Brown,BOS,21.0,200.66,100.697424,Northwest Florida State,USA,2001,1,11,29,2.2,1.7,0.5,-0.2,0.046,0.168,0.159,0.4,0.102,2001-02
2485,Jeff Trepagnier,CLE,22.0,193.04,90.7184,Southern California,USA,2001,2,35,12,1.5,1.0,1.0,3.6,0.046,0.127,0.203,0.345,0.255,2001-02
2490,Jason Richardson,GSW,21.0,198.12,99.79024,Michigan State,USA,2001,1,5,80,14.4,4.3,3.0,-6.0,0.049,0.089,0.213,0.487,0.149,2001-02
2493,Jason Collins,NJN,23.0,213.36,117.93392,Stanford,USA,2001,1,18,77,4.5,3.9,1.1,3.5,0.107,0.142,0.138,0.5,0.094,2001-02
2496,Jarron Collins,UTA,23.0,210.82,114.305184,Stanford,USA,2001,2,52,70,6.4,4.2,0.8,2.4,0.113,0.14,0.152,0.532,0.065,2001-02
2498,Jamison Brewer,IND,21.0,187.96,80.73937600000001,Auburn,USA,2001,2,40,13,0.3,0.6,0.7,3.8,0.044,0.15,0.083,0.4,0.321,2001-02
2505,Joseph Forte,BOS,21.0,193.04,87.996848,North Carolina,USA,2001,1,21,8,0.8,0.8,0.8,-25.6,0.027,0.143,0.19,0.218,0.273,2001-02
2516,Joe Johnson,PHX,21.0,200.66,102.0582,Arkansas,USA,2001,1,10,77,7.5,3.3,2.3,-0.4,0.042,0.106,0.162,0.478,0.151,2001-02
2517,Joe Crispin,PHX,22.0,182.88,83.91452,Penn State,USA,Undrafted,Undrafted,Undrafted,21,3.8,0.5,1.2,-5.3,0.0139999999999999,0.068,0.239,0.536,0.2769999999999999,2001-02
2519,Jeryl Sasser,ORL,23.0,198.12,90.7184,Southern Methodist,USA,2001,1,22,7,1.4,1.0,0.3,-26.5,0.1,0.133,0.2319999999999999,0.309,0.087,2001-02
2529,Charlie Bell,DAL,23.0,190.5,90.7184,Michigan State,USA,Undrafted,Undrafted,Undrafted,7,1.1,0.7,0.3,-20.7,0.063,0.075,0.188,0.337,0.074,2001-02
2531,Carlos Arroyo,DEN,22.0,187.96,91.625584,Florida International,Puerto Rico,Undrafted,Undrafted,Undrafted,37,3.0,1.1,1.9,-6.3,0.034,0.09,0.168,0.467,0.3229999999999999,2001-02
2533,Chris Andersen,DEN,23.0,208.28,104.32616,Blinn,USA,Undrafted,Undrafted,Undrafted,24,3.0,3.2,0.3,5.4,0.15,0.162,0.1639999999999999,0.417,0.039,2001-02
2543,Brandon Armstrong,NJN,22.0,195.58,85.275296,Pepperdine,USA,2001,1,23,35,1.8,0.5,0.2,-8.9,0.051,0.034,0.226,0.358,0.079,2001-02
2544,Brendan Haywood,WAS,22.0,213.36,120.655472,North Carolina,USA,2001,1,20,62,5.1,5.2,0.5,-1.3,0.126,0.159,0.126,0.54,0.038,2001-02
2557,Brian Scalabrine,NJN,24.0,205.74,108.86208,Southern California,USA,2001,2,34,28,2.1,1.8,0.8,2.4,0.047,0.171,0.153,0.408,0.113,2001-02
2571,Dean Oliver,GSW,23.0,180.34,79.3786,Iowa,USA,Undrafted,Undrafted,Undrafted,20,2.1,0.4,1.1,-16.8,0.0,0.064,0.185,0.42,0.25,2001-02
2575,DeSagana Diop,CLE,20.0,213.36,136.0776,,Senegal,2001,1,8,18,1.4,0.9,0.3,-1.4,0.057,0.118,0.182,0.401,0.069,2001-02
2591,Damone Brown,PHI,23.0,203.2,91.625584,Syracuse,USA,2001,2,36,17,1.4,0.2,0.1,-10.1,0.037,0.042,0.2289999999999999,0.469,0.051,2001-02
2599,Andrei Kirilenko,UTA,21.0,205.74,95.25432,,Russia,1999,1,24,82,10.7,4.9,1.1,7.6,0.084,0.144,0.188,0.5529999999999999,0.073,2001-02
2603,Alvin Jones,PHI,23.0,210.82,120.20188,Georgia Tech,USA,2001,2,56,23,1.1,1.6,0.1,-3.8,0.13,0.235,0.144,0.451,0.036,2001-02
2604,Alton Ford,PHX,21.0,205.74,124.7378,Houston,USA,2001,2,50,53,3.1,2.0,0.1,-8.7,0.085,0.193,0.175,0.573,0.027,2001-02
2614,Bobby Simmons,WAS,22.0,198.12,106.59412,DePaul,USA,2001,2,41,30,3.7,1.7,0.6,0.5,0.087,0.095,0.166,0.518,0.085,2001-02
2617,Ansu Sesay,SEA,25.0,205.74,102.0582,Mississippi,USA,1998,2,30,9,6.4,2.2,0.9,-7.5,0.066,0.124,0.186,0.5489999999999999,0.091,2001-02
2635,Antonis Fotsis,MEM,21.0,208.28,99.336648,,Greece,2001,2,47,28,3.9,2.2,0.4,-6.1,0.088,0.121,0.19,0.479,0.057,2001-02
2642,Predrag Savovic,DEN,27.0,198.12,102.0582,Hawaii,Yugoslavia,Undrafted,Undrafted,Undrafted,27,3.1,0.9,0.8,-9.8,0.038,0.077,0.205,0.392,0.1689999999999999,2002-03
2651,Melvin Ely,LAC,25.0,208.28,117.93392,Fresno State,USA,2002,1,12,52,4.5,3.3,0.3,3.4,0.094,0.154,0.153,0.54,0.03,2002-03
2652,Mehmet Okur,DET,24.0,210.82,112.944408,,Turkey,2001,2,37,72,6.9,4.7,1.0,4.3,0.099,0.1939999999999999,0.19,0.514,0.094,2002-03
2656,Marko Jaric,LAC,24.0,200.66,89.811216,,Serbia,2000,2,30,66,7.4,2.4,2.9,1.4,0.03,0.104,0.198,0.498,0.237,2002-03
2662,Mike Wilks,MIN,24.0,177.8,83.91452,Rice,USA,Undrafted,Undrafted,Undrafted,46,3.2,1.5,2.0,-1.5,0.036,0.086,0.1369999999999999,0.436,0.22,2002-03
2666,Mike Batiste,MEM,25.0,203.2,102.0582,Arizona State,USA,Undrafted,Undrafted,Undrafted,75,6.4,3.4,0.7,-6.2,0.077,0.165,0.211,0.476,0.074,2002-03
2668,Mike Dunleavy,GSW,22.0,205.74,100.243832,Duke,USA,2002,1,3,82,5.7,2.6,1.3,2.5,0.055,0.123,0.176,0.505,0.125,2002-03
2675,Paul Shirley,ATL,25.0,208.28,104.32616,Iowa State,USA,Undrafted,Undrafted,Undrafted,2,0.0,0.5,0.0,66.5,0.0,0.143,0.252,0.0,0.0,2002-03
2678,Nene,DEN,20.0,210.82,117.93392,,Brazil,2002,1,7,80,10.5,6.1,1.9,-7.0,0.108,0.156,0.191,0.545,0.119,2002-03
2680,Nikoloz Tskitishvili,DEN,20.0,213.36,102.0582,,Georgia,2002,1,5,81,3.9,2.2,1.1,-9.8,0.053,0.107,0.1669999999999999,0.374,0.113,2002-03
2685,Pat Burke,ORL,29.0,210.82,113.398,Auburn,Ireland,Undrafted,Undrafted,Undrafted,62,4.3,2.4,0.4,-11.9,0.076,0.135,0.208,0.415,0.0559999999999999,2002-03
2688,Nate Huffman,TOR,28.0,215.9,111.13004,Central Michigan,USA,Undrafted,Undrafted,Undrafted,7,3.3,3.3,0.7,0.7,0.134,0.241,0.175,0.4029999999999999,0.1,2002-03
2691,Marcus Haislip,MIL,22.0,208.28,104.32616,Tennessee,USA,2002,1,13,39,4.1,1.4,0.2,-3.8,0.054,0.087,0.1989999999999999,0.474,0.036,2002-03
2701,Ken Johnson,MIA,25.0,208.28,108.86208,Ohio State,USA,2001,2,48,16,2.0,2.0,0.0,-5.9,0.031,0.187,0.139,0.4039999999999999,0.0,2002-03
2706,Kareem Rush,LAL,22.0,198.12,97.52228,Missouri,USA,2002,1,20,76,3.0,1.2,0.9,-3.5,0.033,0.088,0.162,0.447,0.119,2002-03
2708,Junior Harrington,DEN,22.0,193.04,86.18248,Wingate,USA,Undrafted,Undrafted,Undrafted,82,5.1,3.0,3.4,-8.8,0.025,0.129,0.152,0.405,0.2339999999999999,2002-03
2710,Juaquin Hawkins,HOU,29.0,200.66,92.98636,Long Beach State,USA,Undrafted,Undrafted,Undrafted,58,2.3,1.3,0.8,2.0,0.03,0.099,0.128,0.427,0.107,2002-03
2711,Juan Dixon,WAS,24.0,190.5,74.389088,Maryland,USA,2002,1,17,42,6.4,1.7,1.0,-2.4,0.024,0.108,0.238,0.4639999999999999,0.118,2002-03
2722,Manu Ginobili,SAS,25.0,198.12,95.25432,,Argentina,1999,2,57,69,7.6,2.3,2.0,6.8,0.039,0.091,0.182,0.556,0.163,2002-03
2726,Maceo Baston,TOR,27.0,205.74,97.52228,Michigan,USA,1998,2,58,16,2.5,1.4,0.0,-14.9,0.048,0.178,0.161,0.6609999999999999,0.0,2002-03
2730,Lonny Baxter,CHI,24.0,203.2,117.93392,Maryland,USA,2002,2,43,55,4.8,3.0,0.3,-4.0,0.103,0.159,0.1889999999999999,0.521,0.04,2002-03
2752,Sean Lampley,MIA,23.0,200.66,102.965384,California,USA,2001,2,44,35,4.8,2.4,0.9,-3.3,0.061,0.132,0.182,0.512,0.12,2002-03
2764,Smush Parker,CLE,22.0,193.04,81.64656,Fordham,USA,Undrafted,Undrafted,Undrafted,66,6.2,1.8,2.5,-9.6,0.0289999999999999,0.095,0.2019999999999999,0.523,0.239,2002-03
2769,Ryan Humphrey,MEM,23.0,203.2,106.59412,Notre Dame,USA,2002,1,19,48,1.9,2.1,0.2,-5.6,0.08,0.1639999999999999,0.159,0.3389999999999999,0.043,2002-03
2776,Rasual Butler,MIA,24.0,200.66,92.98636,La Salle,USA,2002,2,52,72,7.5,2.6,1.3,-8.0,0.021,0.118,0.215,0.437,0.1159999999999999,2002-03
2778,Reggie Evans,SEA,23.0,203.2,111.13004,Iowa,USA,Undrafted,Undrafted,Undrafted,67,3.2,6.6,0.5,-0.4,0.141,0.252,0.089,0.51,0.037,2002-03
2786,Robert Archibald,MEM,23.0,210.82,113.398,Illinois,Scotland,2002,2,31,12,1.6,1.4,0.3,-7.2,0.088,0.162,0.225,0.34,0.071,2002-03
2793,Roger Mason Jr.,CHI,22.0,195.58,90.7184,Virginia,USA,2002,2,30,17,1.8,0.7,0.7,-6.2,0.02,0.093,0.148,0.471,0.1639999999999999,2002-03
2797,Qyntel Woods,POR,22.0,203.2,100.243832,Northeast Mississippi Community College,USA,2002,1,21,53,2.4,1.0,0.2,-8.6,0.051,0.146,0.208,0.505,0.064,2002-03
2806,Vincent Yarbrough,DEN,22.0,200.66,95.25432,Tennessee,USA,2002,2,32,59,6.9,2.7,2.2,-7.6,0.0289999999999999,0.115,0.174,0.446,0.16,2002-03
2817,Yao Ming,HOU,22.0,226.06,134.26323200000002,,China,2002,1,1,82,13.5,8.2,1.7,2.2,0.099,0.223,0.222,0.57,0.104,2002-03
2830,Tamar Slay,NJN,23.0,203.2,97.52228,Marshall,USA,2002,2,53,36,2.6,0.9,0.4,-0.8,0.033,0.1009999999999999,0.213,0.428,0.086,2002-03
2832,Tayshaun Prince,DET,23.0,205.74,97.52228,Kentucky,USA,2002,1,23,42,3.3,1.1,0.6,-3.8,0.013,0.108,0.1639999999999999,0.546,0.104,2002-03
2839,Tito Maddox,HOU,22.0,193.04,86.18248,Fresno State,USA,2002,2,37,9,1.2,0.8,0.6,-5.3,0.031,0.162,0.237,0.354,0.217,2002-03
2851,John Salmons,PHI,23.0,200.66,95.25432,Miami (FL),USA,2002,1,26,64,2.1,0.9,0.7,2.5,0.039,0.102,0.145,0.502,0.153,2002-03
2855,Chris Jefferies,TOR,23.0,203.2,97.52228,Fresno State,USA,2002,1,27,51,3.9,1.2,0.4,-7.4,0.025,0.081,0.176,0.4629999999999999,0.057,2002-03
2866,Casey Jacobsen,PHX,22.0,198.12,97.52228,Stanford,USA,2002,1,22,72,5.1,1.2,1.0,4.3,0.0279999999999999,0.054,0.166,0.493,0.1009999999999999,2002-03
2867,Caron Butler,MIA,23.0,200.66,98.429464,Connecticut,USA,2002,1,10,78,15.4,5.1,2.7,-7.6,0.053,0.11,0.2289999999999999,0.502,0.14,2002-03
2868,Carlos Boozer,CLE,21.0,205.74,127.00576,Duke,USA,2002,2,34,81,10.0,7.5,1.3,-11.9,0.108,0.231,0.17,0.5770000000000001,0.09,2002-03
2876,Cezary Trybanski,MEM,23.0,218.44,108.86208,,Poland,Undrafted,Undrafted,Undrafted,15,0.9,0.9,0.1,-11.1,0.073,0.099,0.163,0.287,0.021,2002-03
2877,Chris Owens,MEM,24.0,200.66,111.13004,Texas,USA,2002,2,47,1,4.0,1.0,0.0,39.1,0.3329999999999999,0.0,0.288,0.667,0.0,2002-03
2884,Dan Gadzuric,MIL,25.0,210.82,108.86208,UCLA,Netherlands,2002,2,33,49,3.4,4.0,0.2,-2.3,0.099,0.198,0.119,0.498,0.018,2002-03
2885,Dan Dickau,ATL,24.0,182.88,86.18248,Gonzaga,USA,2002,1,28,50,3.7,0.9,1.7,-14.5,0.019,0.078,0.201,0.504,0.292,2002-03
2891,Dajuan Wagner,CLE,20.0,190.5,90.7184,Memphis,USA,2002,1,6,47,13.4,1.7,2.8,-9.5,0.016,0.051,0.238,0.466,0.1689999999999999,2002-03
2902,Chris Wilcox,LAC,20.0,208.28,100.243832,Maryland,USA,2002,1,8,46,3.7,2.3,0.5,3.2,0.08,0.16,0.18,0.528,0.076,2002-03
2916,Amar'e Stoudemire,PHX,20.0,208.28,111.13004,,USA,2002,1,9,82,13.5,8.8,1.0,-0.8,0.109,0.206,0.214,0.53,0.05,2002-03
2926,Adam Harrington,DEN,22.0,195.58,90.7184,Auburn,USA,Undrafted,Undrafted,Undrafted,19,1.6,0.4,0.6,-15.7,0.01,0.088,0.1669999999999999,0.387,0.179,2002-03
2941,Bostjan Nachbar,HOU,22.0,205.74,100.243832,,Slovenia,2002,1,15,14,2.1,0.8,0.2,-12.2,0.042,0.108,0.2319999999999999,0.41,0.079,2002-03
2957,Antoine Rigaudeau,DAL,31.0,200.66,95.25432,,USA,Undrafted,Undrafted,Undrafted,11,1.5,0.7,0.5,-33.7,0.044,0.055,0.211,0.243,0.128,2002-03
2963,Jamal Sampson,MIL,20.0,210.82,106.59412,California,USA,2002,2,46,5,0.0,0.4,0.2,12.3,0.125,0.125,0.118,0.0,0.3329999999999999,2002-03
2971,Jannero Pargo,LAL,23.0,187.96,77.11064,Arkansas,USA,Undrafted,Undrafted,Undrafted,34,2.5,1.1,1.1,-0.1,0.027,0.1009999999999999,0.15,0.449,0.168,2002-03
2973,J.R. Bremer,BOS,22.0,187.96,83.91452,St. Bonaventure,USA,Undrafted,Undrafted,Undrafted,64,8.3,2.3,2.6,-2.1,0.013,0.1,0.18,0.515,0.19,2002-03
2975,Igor Rakocevic,MIN,25.0,187.96,83.46092800000001,,Serbia and Montenegro,2000,2,51,42,1.9,0.4,0.8,10.2,0.021,0.059,0.182,0.528,0.2019999999999999,2002-03
2980,Guy Rucker,GSW,25.0,205.74,122.46984,Iowa,USA,1999,Undrafted,Undrafted,3,0.0,0.3,0.3,-53.6,0.0,0.3329999999999999,0.0,0.0,0.5,2002-03
2984,Jared Jeffries,WAS,21.0,210.82,104.32616,Indiana,USA,2002,1,11,20,4.0,2.9,0.8,6.6,0.11,0.131,0.156,0.521,0.091,2002-03
2990,Jiri Welsch,GSW,23.0,200.66,94.347136,,Czech Republic,2002,1,16,37,1.6,0.8,0.7,-0.4,0.0559999999999999,0.067,0.192,0.348,0.171,2002-03
3003,Jay Williams,CHI,21.0,187.96,88.45044,Duke,USA,2002,1,2,75,9.5,2.6,4.7,-9.8,0.016,0.093,0.209,0.472,0.297,2002-03
3013,Gordan Giricek,ORL,26.0,198.12,97.975872,,Croatia,1999,2,40,76,12.3,3.1,1.8,-3.6,0.019,0.105,0.212,0.529,0.108,2002-03
3018,Drew Gooden,ORL,21.0,208.28,104.32616,Kansas,USA,2002,1,4,70,12.5,6.5,1.2,-3.7,0.1,0.178,0.243,0.503,0.076,2002-03
3027,Devin Brown,DEN,24.0,195.58,106.59412,Texas-San Antonio,USA,Undrafted,Undrafted,Undrafted,10,3.0,1.8,0.7,-8.4,0.083,0.111,0.212,0.389,0.135,2002-03
3048,Fred Jones,IND,24.0,187.96,98.883056,Oregon,USA,2002,1,14,19,1.2,0.5,0.3,-4.6,0.039,0.044,0.128,0.446,0.078,2002-03
3050,Frank Williams,NYK,23.0,190.5,92.98636,Illinois,USA,2002,1,25,21,1.3,0.9,1.6,-29.2,0.02,0.119,0.146,0.3929999999999999,0.374,2002-03
3052,Flip Murray,SEA,23.0,193.04,86.18248,Shaw,USA,2002,2,41,14,1.9,0.3,0.4,-4.1,0.0,0.068,0.316,0.391,0.143,2002-03
3063,Efthimios Rentzias,PHI,27.0,210.82,113.398,,Greece,1996,1,23,35,1.5,0.7,0.2,-12.0,0.074,0.152,0.2,0.413,0.086,2002-03
3073,Chris Kaman,LAC,22.0,213.36,121.562656,Central Michigan,USA,2003,1,6,82,6.1,5.6,1.0,-7.5,0.08,0.2019999999999999,0.16,0.502,0.078,2003-04
3076,Chris Bosh,TOR,20.0,208.28,95.25432,Georgia Tech,USA,2003,1,4,75,11.5,7.4,1.0,-3.4,0.087,0.171,0.182,0.513,0.0559999999999999,2003-04
3085,Carmelo Anthony,DEN,20.0,203.2,99.79024,Syracuse,USA,2003,1,3,82,21.0,6.1,2.8,0.6,0.069,0.122,0.283,0.509,0.134,2003-04
3100,Darko Milicic,DET,19.0,213.36,111.13004,,Serbia,2003,1,2,34,1.4,1.3,0.2,-12.6,0.08,0.212,0.271,0.318,0.095,2003-04
3101,Darius Songaila,SAC,26.0,205.74,112.490816,Wake Forest,Lithuania,2002,2,49,73,4.6,3.1,0.7,7.0,0.107,0.156,0.1639999999999999,0.541,0.077,2003-04
3114,Dahntay Jones,MEM,23.0,198.12,95.25432,Duke,USA,2003,1,20,20,1.8,1.2,0.6,-11.2,0.052,0.122,0.21,0.311,0.138,2003-04
3116,Curtis Borchardt,UTA,23.0,213.36,108.86208,Stanford,USA,2002,1,18,16,3.6,3.4,0.9,-6.2,0.066,0.203,0.149,0.4539999999999999,0.0969999999999999,2003-04
3121,David West,NOH,23.0,205.74,108.86208,Xavier,USA,2003,1,18,71,3.8,4.2,0.8,-5.1,0.135,0.242,0.151,0.519,0.12,2003-04
3130,Ben Handlogten,UTA,30.0,208.28,108.86208,Western Michigan,USA,Undrafted,Undrafted,Undrafted,17,4.0,3.2,0.4,-4.7,0.156,0.244,0.187,0.5770000000000001,0.063,2003-04
3138,Boris Diaw,ATL,22.0,203.2,97.52228,,France,2003,1,21,76,4.5,4.5,2.4,-5.9,0.068,0.138,0.114,0.483,0.154,2003-04
3142,Brandon Hunter,BOS,23.0,200.66,117.93392,Ohio,USA,2003,2,56,36,3.5,3.3,0.5,-0.8,0.134,0.185,0.168,0.4629999999999999,0.077,2003-04
3153,Brian Cook,LAL,23.0,205.74,106.140528,Illinois,USA,2003,1,24,35,4.4,2.9,0.6,-2.5,0.071,0.19,0.172,0.505,0.079,2003-04
3160,Alex Garcia,SAS,24.0,190.5,88.45044,,USA,Undrafted,Undrafted,Undrafted,2,1.5,0.0,0.0,11.9,0.0,0.0,0.282,0.19,0.0,2003-04
3162,Britton Johnsen,ORL,24.0,208.28,95.25432,Utah,USA,Undrafted,Undrafted,Undrafted,20,2.1,2.3,0.6,-16.4,0.053,0.127,0.126,0.318,0.072,2003-04
3181,Jarvis Hayes,WAS,22.0,200.66,99.79024,Georgia,USA,2003,1,10,70,9.6,3.8,1.5,-7.2,0.037,0.108,0.186,0.456,0.092,2003-04
3187,James Jones,IND,23.0,203.2,97.52228,Miami (FL),USA,2003,2,49,6,1.2,0.3,0.0,-10.0,0.0,0.095,0.1939999999999999,0.354,0.0,2003-04
3201,Ime Udoka,LAL,26.0,195.58,97.52228,Portland State,USA,Undrafted,Undrafted,Undrafted,4,2.0,1.3,0.5,-17.6,0.043,0.154,0.245,0.372,0.154,2003-04
3203,Jason Kapono,CLE,23.0,203.2,96.615096,UCLA,USA,2003,2,31,41,3.5,1.3,0.3,-7.6,0.048,0.094,0.17,0.519,0.06,2003-04
3207,Josh Howard,DAL,24.0,200.66,95.25432,Wake Forest,USA,2003,1,29,67,8.6,5.5,1.4,8.2,0.1009999999999999,0.157,0.181,0.485,0.085,2003-04
3208,Josh Davis,ATL,23.0,203.2,108.86208,Wyoming,USA,Undrafted,Undrafted,Undrafted,4,1.3,1.3,0.0,-24.3,0.048,0.222,0.135,0.46,0.0,2003-04
3210,Kaniel Dickens,POR,25.0,203.2,97.52228,Idaho,USA,2000,2,50,3,2.3,0.7,0.0,-23.2,0.1669999999999999,0.0,0.151,0.902,0.0,2003-04
3222,Jerome Beasley,MIA,24.0,205.74,107.501304,North Dakota,USA,2003,2,33,2,1.0,0.5,0.0,40.4,0.0,0.143,0.2789999999999999,0.3329999999999999,0.0,2003-04
3233,Hiram Fuller,ATL,23.0,205.74,108.86208,Fresno State,USA,Undrafted,Undrafted,Undrafted,4,2.0,2.8,0.5,3.0,0.0819999999999999,0.149,0.147,0.376,0.095,2003-04
3239,Dwyane Wade,MIA,22.0,193.04,96.161504,Marquette,USA,2003,1,5,61,16.2,4.0,4.5,1.9,0.046,0.088,0.246,0.53,0.241,2003-04
3250,Desmond Penigar,ORL,22.0,200.66,111.13004,Utah State,USA,Undrafted,Undrafted,Undrafted,10,3.2,2.4,0.3,7.8,0.077,0.247,0.183,0.5379999999999999,0.053,2003-04
3252,Desmond Ferguson,POR,26.0,200.66,95.25432,Detroit Mercy,USA,Undrafted,Undrafted,Undrafted,7,1.9,0.6,0.1,20.5,0.0,0.133,0.239,0.505,0.071,2003-04
3275,Francisco Elson,DEN,28.0,213.36,106.59412,California,Netherlands,1999,2,41,62,3.5,3.3,0.5,-1.2,0.083,0.178,0.13,0.498,0.06,2003-04
3287,Keith Bogans,ORL,24.0,195.58,97.52228,Kentucky,USA,2003,2,43,73,6.8,4.3,1.3,-10.2,0.066,0.139,0.145,0.499,0.087,2003-04
3292,Sasha Pavlovic,UTA,20.0,200.66,95.25432,,Montenegro,2003,1,19,79,4.8,2.0,0.8,-4.9,0.048,0.129,0.198,0.4629999999999999,0.098,2003-04
3308,Slavko Vranes,POR,21.0,226.06,124.7378,,USA,2003,2,39,1,0.0,0.0,0.0,-10.0,0.0,0.0,0.145,0.0,0.0,2003-04
3317,Raul Lopez,UTA,24.0,182.88,72.57472,,Spain,2001,1,24,82,7.0,1.9,3.7,-2.2,0.019,0.1,0.215,0.503,0.364,2003-04
3319,Reece Gaines,ORL,23.0,198.12,92.98636,Louisville,USA,2003,1,15,38,1.8,1.0,1.1,-3.0,0.025,0.104,0.15,0.356,0.185,2003-04
3324,Richie Frahm,SEA,26.0,195.58,95.25432,Gonzaga,USA,Undrafted,Undrafted,Undrafted,54,3.4,1.0,0.4,7.2,0.031,0.114,0.155,0.608,0.081,2003-04
3338,Ronald Dupree,CHI,23.0,200.66,94.800728,Louisiana State,USA,Undrafted,Undrafted,Undrafted,47,6.2,3.6,1.2,-6.6,0.062,0.14,0.183,0.445,0.103,2003-04
3342,Steve Blake,WAS,24.0,190.5,78.017824,Maryland,USA,2003,2,38,75,5.9,1.6,2.8,-4.4,0.0139999999999999,0.083,0.182,0.509,0.26,2003-04
3347,Udonis Haslem,MIA,24.0,203.2,103.418976,Florida,USA,Undrafted,Undrafted,Undrafted,75,7.3,6.3,0.7,0.0,0.123,0.188,0.157,0.521,0.049,2003-04
3359,Willie Green,PHI,22.0,193.04,90.7184,Detroit Mercy,USA,2003,2,41,53,6.9,1.2,1.0,-4.0,0.024,0.074,0.275,0.4639999999999999,0.151,2003-04
3362,Zarko Cabarkapa,PHX,23.0,210.82,106.59412,,Serbia and Montenegro,2003,1,17,49,4.1,2.0,0.8,-11.7,0.052,0.146,0.213,0.461,0.12,2003-04
3363,Zaza Pachulia,ORL,20.0,210.82,108.86208,,Georgia,2003,2,42,59,3.3,2.9,0.2,-6.2,0.1159999999999999,0.186,0.168,0.452,0.033,2003-04
3366,Zoran Planinic,NJN,21.0,200.66,88.45044,,Croatia,2003,1,22,49,3.1,1.1,1.4,-9.4,0.036,0.109,0.1969999999999999,0.492,0.2739999999999999,2003-04
3369,Troy Bell,MEM,23.0,185.42,81.64656,Boston College,USA,2003,1,16,6,1.8,0.7,0.7,8.0,0.0969999999999999,0.03,0.293,0.285,0.182,2003-04
3374,T.J. Ford,MIL,21.0,182.88,74.84268,Texas,USA,2003,1,8,55,7.1,3.2,6.5,-0.2,0.027,0.105,0.176,0.4429999999999999,0.375,2003-04
3378,Theron Smith,MEM,23.0,203.2,102.0582,Ball State,USA,Undrafted,Undrafted,Undrafted,20,2.2,2.1,0.4,0.7,0.083,0.177,0.153,0.473,0.065,2003-04
3388,Torraye Braggs,WAS,28.0,203.2,111.13004,Xavier,USA,1998,2,57,15,2.7,2.6,0.5,9.1,0.157,0.176,0.16,0.522,0.083,2003-04
3392,Travis Hansen,ATL,26.0,198.12,92.98636,Brigham Young,USA,2003,2,37,41,3.0,1.7,0.5,-0.9,0.068,0.09,0.139,0.433,0.059,2003-04
3393,Travis Outlaw,POR,19.0,205.74,95.25432,,USA,2003,1,23,8,1.0,0.5,0.1,-61.0,0.111,0.154,0.246,0.457,0.143,2003-04
3396,Keith McLeod,MIN,24.0,187.96,86.18248,Bowling Green,USA,Undrafted,Undrafted,Undrafted,33,2.7,1.0,1.8,-6.4,0.017,0.083,0.1639999999999999,0.436,0.258,2003-04
3403,Luke Ridnour,SEA,23.0,187.96,79.3786,Oregon,USA,2003,1,14,69,5.5,1.6,2.4,-7.1,0.036,0.081,0.193,0.496,0.266,2003-04
3404,Luke Walton,LAL,24.0,203.2,106.59412,Arizona,USA,2003,2,32,72,2.4,1.8,1.6,1.4,0.061,0.15,0.139,0.505,0.246,2003-04
3405,Maciej Lampe,PHX,19.0,210.82,108.86208,,Poland,2003,2,30,21,4.6,2.1,0.4,-11.8,0.048,0.1669999999999999,0.218,0.512,0.069,2003-04
3411,Marcus Banks,BOS,22.0,187.96,90.7184,Nevada-Las Vegas,USA,2003,1,13,81,5.9,1.6,2.2,-2.8,0.026,0.085,0.206,0.48,0.226,2003-04
3420,Marquis Daniels,DAL,23.0,198.12,90.7184,Auburn,USA,Undrafted,Undrafted,Undrafted,56,8.5,2.6,2.1,2.5,0.071,0.086,0.208,0.536,0.168,2003-04
